"year","stateabbr","statedesc","locationname","datasource","category","measure","data_value_unit","data_value_type","data_value","data_value_footnote_symbol","data_value_footnote","low_confidence_limit","high_confidence_limit","totalpopulation","locationid","categoryid","measureid","datavaluetypeid","short_question_text","brfssYr","totalpop18plus","geolocation"
2022,"MN","Minnesota","Norman","BRFSS","Health Outcomes","All teeth lost among adults aged >=65 years","%","Age-adjusted prevalence",9.2,NA,NA,7.3,11.4,6377,27107,"HLTHOUT","TEETHLOST","AgeAdjPrv","All Teeth Lost",2022,4876,"POINT (-96.4554730867118 47.3264531891278)"
2022,"MN","Minnesota","Polk","BRFSS","Health Outcomes","All teeth lost among adults aged >=65 years","%","Age-adjusted prevalence",10.7,NA,NA,8.7,12.7,30731,27119,"HLTHOUT","TEETHLOST","AgeAdjPrv","All Teeth Lost",2022,23218,"POINT (-96.4022896934934 47.7739940017747)"
2022,"MN","Minnesota","Norman","BRFSS","Health Outcomes","All teeth lost among adults aged >=65 years","%","Crude prevalence",9.2,NA,NA,7.3,11.5,6377,27107,"HLTHOUT","TEETHLOST","CrdPrv","All Teeth Lost",2022,4876,"POINT (-96.4554730867118 47.3264531891278)"
2022,"MN","Minnesota","Mahnomen","BRFSS","Health Outcomes","All teeth lost among adults aged >=65 years","%","Age-adjusted prevalence",23.3,NA,NA,19.3,27.3,5328,27087,"HLTHOUT","TEETHLOST","AgeAdjPrv","All Teeth Lost",2022,3642,"POINT (-95.8092496496318 47.3255519081299)"
2022,"MN","Minnesota","Polk","BRFSS","Health Outcomes","All teeth lost among adults aged >=65 years","%","Crude prevalence",10.8,NA,NA,8.7,12.9,30731,27119,"HLTHOUT","TEETHLOST","CrdPrv","All Teeth Lost",2022,23218,"POINT (-96.4022896934934 47.7739940017747)"
2022,"MN","Minnesota","Polk","BRFSS","Health Outcomes","Stroke among adults","%","Age-adjusted prevalence",2.8,NA,NA,2.6,3.1,30731,27119,"HLTHOUT","STROKE","AgeAdjPrv","Stroke",2022,23218,"POINT (-96.4022896934934 47.7739940017747)"
2022,"MN","Minnesota","Norman","BRFSS","Health Outcomes","Stroke among adults","%","Crude prevalence",3.8,NA,NA,3.4,4.1,6377,27107,"HLTHOUT","STROKE","CrdPrv","Stroke",2022,4876,"POINT (-96.4554730867118 47.3264531891278)"
2022,"MN","Minnesota","Mahnomen","BRFSS","Health Outcomes","Stroke among adults","%","Age-adjusted prevalence",4.6,NA,NA,4.3,5,5328,27087,"HLTHOUT","STROKE","AgeAdjPrv","Stroke",2022,3642,"POINT (-95.8092496496318 47.3255519081299)"
2022,"MN","Minnesota","Polk","BRFSS","Health Outcomes","Stroke among adults","%","Crude prevalence",3.5,NA,NA,3.2,3.8,30731,27119,"HLTHOUT","STROKE","CrdPrv","Stroke",2022,23218,"POINT (-96.4022896934934 47.7739940017747)"
2022,"MN","Minnesota","Norman","BRFSS","Health Outcomes","Stroke among adults","%","Age-adjusted prevalence",2.9,NA,NA,2.6,3.1,6377,27107,"HLTHOUT","STROKE","AgeAdjPrv","Stroke",2022,4876,"POINT (-96.4554730867118 47.3264531891278)"
2022,"MN","Minnesota","Mahnomen","BRFSS","Health Outcomes","Stroke among adults","%","Crude prevalence",5.5,NA,NA,5.1,6,5328,27087,"HLTHOUT","STROKE","CrdPrv","Stroke",2022,3642,"POINT (-95.8092496496318 47.3255519081299)"
2022,"MN","Minnesota","Polk","BRFSS","Health Outcomes","Depression among adults","%","Age-adjusted prevalence",25.8,NA,NA,22.3,29.5,30731,27119,"HLTHOUT","DEPRESSION","AgeAdjPrv","Depression",2022,23218,"POINT (-96.4022896934934 47.7739940017747)"
2022,"MN","Minnesota","Norman","BRFSS","Health Outcomes","Depression among adults","%","Crude prevalence",23.3,NA,NA,19.8,27.1,6377,27107,"HLTHOUT","DEPRESSION","CrdPrv","Depression",2022,4876,"POINT (-96.4554730867118 47.3264531891278)"
2022,"MN","Minnesota","Norman","BRFSS","Health Outcomes","Depression among adults","%","Age-adjusted prevalence",25.1,NA,NA,21.4,29.2,6377,27107,"HLTHOUT","DEPRESSION","AgeAdjPrv","Depression",2022,4876,"POINT (-96.4554730867118 47.3264531891278)"
2022,"MN","Minnesota","Mahnomen","BRFSS","Health Outcomes","Depression among adults","%","Age-adjusted prevalence",29.4,NA,NA,25.1,33.5,5328,27087,"HLTHOUT","DEPRESSION","AgeAdjPrv","Depression",2022,3642,"POINT (-95.8092496496318 47.3255519081299)"
2022,"MN","Minnesota","Mahnomen","BRFSS","Health Outcomes","Depression among adults","%","Crude prevalence",27.8,NA,NA,23.8,31.8,5328,27087,"HLTHOUT","DEPRESSION","CrdPrv","Depression",2022,3642,"POINT (-95.8092496496318 47.3255519081299)"
2022,"MN","Minnesota","Polk","BRFSS","Health Outcomes","Depression among adults","%","Crude prevalence",24.7,NA,NA,21.2,28.2,30731,27119,"HLTHOUT","DEPRESSION","CrdPrv","Depression",2022,23218,"POINT (-96.4022896934934 47.7739940017747)"
2022,"MN","Minnesota","Mahnomen","BRFSS","Prevention","Current lack of health insurance among adults aged 18-64 years","%","Age-adjusted prevalence",12,NA,NA,10.6,13.3,5328,27087,"PREVENT","ACCESS2","AgeAdjPrv","Health Insurance",2022,3642,"POINT (-95.8092496496318 47.3255519081299)"
2022,"MN","Minnesota","Polk","BRFSS","Prevention","Current lack of health insurance among adults aged 18-64 years","%","Crude prevalence",5.2,NA,NA,4.6,5.8,30731,27119,"PREVENT","ACCESS2","CrdPrv","Health Insurance",2022,23218,"POINT (-96.4022896934934 47.7739940017747)"
2022,"MN","Minnesota","Norman","BRFSS","Prevention","Current lack of health insurance among adults aged 18-64 years","%","Crude prevalence",5.1,NA,NA,4.5,5.7,6377,27107,"PREVENT","ACCESS2","CrdPrv","Health Insurance",2022,4876,"POINT (-96.4554730867118 47.3264531891278)"
2022,"MN","Minnesota","Mahnomen","BRFSS","Prevention","Current lack of health insurance among adults aged 18-64 years","%","Crude prevalence",8.1,NA,NA,7.2,8.9,5328,27087,"PREVENT","ACCESS2","CrdPrv","Health Insurance",2022,3642,"POINT (-95.8092496496318 47.3255519081299)"
2022,"MN","Minnesota","Polk","BRFSS","Prevention","Current lack of health insurance among adults aged 18-64 years","%","Age-adjusted prevalence",8.2,NA,NA,7.3,9.2,30731,27119,"PREVENT","ACCESS2","AgeAdjPrv","Health Insurance",2022,23218,"POINT (-96.4022896934934 47.7739940017747)"
2022,"MN","Minnesota","Norman","BRFSS","Prevention","Current lack of health insurance among adults aged 18-64 years","%","Age-adjusted prevalence",7.2,NA,NA,6.3,8.1,6377,27107,"PREVENT","ACCESS2","AgeAdjPrv","Health Insurance",2022,4876,"POINT (-96.4554730867118 47.3264531891278)"
2022,"MN","Minnesota","Norman","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults","%","Age-adjusted prevalence",69.6,NA,NA,65,74,6377,27107,"PREVENT","CHECKUP","AgeAdjPrv","Annual Checkup",2022,4876,"POINT (-96.4554730867118 47.3264531891278)"
2022,"MN","Minnesota","Mahnomen","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults","%","Crude prevalence",71.8,NA,NA,67.3,75.8,5328,27087,"PREVENT","CHECKUP","CrdPrv","Annual Checkup",2022,3642,"POINT (-95.8092496496318 47.3255519081299)"
2022,"MN","Minnesota","Mahnomen","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults","%","Age-adjusted prevalence",68.9,NA,NA,64.1,73.2,5328,27087,"PREVENT","CHECKUP","AgeAdjPrv","Annual Checkup",2022,3642,"POINT (-95.8092496496318 47.3255519081299)"
2022,"MN","Minnesota","Polk","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults","%","Crude prevalence",71.9,NA,NA,67.8,75.7,30731,27119,"PREVENT","CHECKUP","CrdPrv","Annual Checkup",2022,23218,"POINT (-96.4022896934934 47.7739940017747)"
2022,"MN","Minnesota","Norman","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults","%","Crude prevalence",74.1,NA,NA,69.9,78,6377,27107,"PREVENT","CHECKUP","CrdPrv","Annual Checkup",2022,4876,"POINT (-96.4554730867118 47.3264531891278)"
2022,"MN","Minnesota","Polk","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults","%","Age-adjusted prevalence",69.1,NA,NA,64.7,73.1,30731,27119,"PREVENT","CHECKUP","AgeAdjPrv","Annual Checkup",2022,23218,"POINT (-96.4022896934934 47.7739940017747)"
2022,"MN","Minnesota","Polk","BRFSS","Prevention","Visited dentist or dental clinic in the past year among adults","%","Crude prevalence",67.5,NA,NA,64.2,70.5,30731,27119,"PREVENT","DENTAL","CrdPrv","Dental Visit",2022,23218,"POINT (-96.4022896934934 47.7739940017747)"
2022,"MN","Minnesota","Mahnomen","BRFSS","Prevention","Visited dentist or dental clinic in the past year among adults","%","Crude prevalence",52.1,NA,NA,48.2,55.7,5328,27087,"PREVENT","DENTAL","CrdPrv","Dental Visit",2022,3642,"POINT (-95.8092496496318 47.3255519081299)"
2022,"MN","Minnesota","Mahnomen","BRFSS","Prevention","Visited dentist or dental clinic in the past year among adults","%","Age-adjusted prevalence",50.4,NA,NA,46.5,54.1,5328,27087,"PREVENT","DENTAL","AgeAdjPrv","Dental Visit",2022,3642,"POINT (-95.8092496496318 47.3255519081299)"
2022,"MN","Minnesota","Norman","BRFSS","Prevention","Visited dentist or dental clinic in the past year among adults","%","Age-adjusted prevalence",63.2,NA,NA,59.7,66.8,6377,27107,"PREVENT","DENTAL","AgeAdjPrv","Dental Visit",2022,4876,"POINT (-96.4554730867118 47.3264531891278)"
2022,"MN","Minnesota","Norman","BRFSS","Prevention","Visited dentist or dental clinic in the past year among adults","%","Crude prevalence",65.8,NA,NA,62.4,69.2,6377,27107,"PREVENT","DENTAL","CrdPrv","Dental Visit",2022,4876,"POINT (-96.4554730867118 47.3264531891278)"
2022,"MN","Minnesota","Polk","BRFSS","Prevention","Visited dentist or dental clinic in the past year among adults","%","Age-adjusted prevalence",67,NA,NA,63.7,70,30731,27119,"PREVENT","DENTAL","AgeAdjPrv","Dental Visit",2022,23218,"POINT (-96.4022896934934 47.7739940017747)"
2021,"MN","Minnesota","Mahnomen","BRFSS","Prevention","Taking medicine to control high blood pressure among adults with high blood pressure","%","Crude prevalence",78.1,NA,NA,75,81,5328,27087,"PREVENT","BPMED","CrdPrv","High Blood Pressure Medication",2021,3642,"POINT (-95.8092496496318 47.3255519081299)"
2021,"MN","Minnesota","Polk","BRFSS","Prevention","Taking medicine to control high blood pressure among adults with high blood pressure","%","Age-adjusted prevalence",59.1,NA,NA,54.2,63.8,30731,27119,"PREVENT","BPMED","AgeAdjPrv","High Blood Pressure Medication",2021,23218,"POINT (-96.4022896934934 47.7739940017747)"
2021,"MN","Minnesota","Norman","BRFSS","Prevention","Taking medicine to control high blood pressure among adults with high blood pressure","%","Age-adjusted prevalence",58.1,NA,NA,53.3,62.9,6377,27107,"PREVENT","BPMED","AgeAdjPrv","High Blood Pressure Medication",2021,4876,"POINT (-96.4554730867118 47.3264531891278)"
2021,"MN","Minnesota","Mahnomen","BRFSS","Prevention","Taking medicine to control high blood pressure among adults with high blood pressure","%","Age-adjusted prevalence",58.4,NA,NA,53.4,63.2,5328,27087,"PREVENT","BPMED","AgeAdjPrv","High Blood Pressure Medication",2021,3642,"POINT (-95.8092496496318 47.3255519081299)"
2021,"MN","Minnesota","Polk","BRFSS","Prevention","Taking medicine to control high blood pressure among adults with high blood pressure","%","Crude prevalence",78.9,NA,NA,75.6,81.7,30731,27119,"PREVENT","BPMED","CrdPrv","High Blood Pressure Medication",2021,23218,"POINT (-96.4022896934934 47.7739940017747)"
2021,"MN","Minnesota","Norman","BRFSS","Prevention","Taking medicine to control high blood pressure among adults with high blood pressure","%","Crude prevalence",80.2,NA,NA,77.1,83.1,6377,27107,"PREVENT","BPMED","CrdPrv","High Blood Pressure Medication",2021,4876,"POINT (-96.4554730867118 47.3264531891278)"
2021,"MN","Minnesota","Mahnomen","BRFSS","Prevention","Cholesterol screening among adults","%","Age-adjusted prevalence",76.5,NA,NA,73.1,79.7,5328,27087,"PREVENT","CHOLSCREEN","AgeAdjPrv","Cholesterol Screening",2021,3642,"POINT (-95.8092496496318 47.3255519081299)"
2021,"MN","Minnesota","Norman","BRFSS","Prevention","Cholesterol screening among adults","%","Age-adjusted prevalence",78.5,NA,NA,75.6,81.4,6377,27107,"PREVENT","CHOLSCREEN","AgeAdjPrv","Cholesterol Screening",2021,4876,"POINT (-96.4554730867118 47.3264531891278)"
2021,"MN","Minnesota","Polk","BRFSS","Prevention","Cholesterol screening among adults","%","Crude prevalence",80.1,NA,NA,77.3,82.6,30731,27119,"PREVENT","CHOLSCREEN","CrdPrv","Cholesterol Screening",2021,23218,"POINT (-96.4022896934934 47.7739940017747)"
2021,"MN","Minnesota","Mahnomen","BRFSS","Prevention","Cholesterol screening among adults","%","Crude prevalence",79.4,NA,NA,76.4,82.2,5328,27087,"PREVENT","CHOLSCREEN","CrdPrv","Cholesterol Screening",2021,3642,"POINT (-95.8092496496318 47.3255519081299)"
2021,"MN","Minnesota","Norman","BRFSS","Prevention","Cholesterol screening among adults","%","Crude prevalence",82.9,NA,NA,80.4,85.2,6377,27107,"PREVENT","CHOLSCREEN","CrdPrv","Cholesterol Screening",2021,4876,"POINT (-96.4554730867118 47.3264531891278)"
2021,"MN","Minnesota","Polk","BRFSS","Prevention","Cholesterol screening among adults","%","Age-adjusted prevalence",77,NA,NA,73.8,79.9,30731,27119,"PREVENT","CHOLSCREEN","AgeAdjPrv","Cholesterol Screening",2021,23218,"POINT (-96.4022896934934 47.7739940017747)"
2022,"MN","Minnesota","Norman","BRFSS","Prevention","Mammography use among women aged 50-74 years","%","Age-adjusted prevalence",76.2,NA,NA,68.7,82.9,6377,27107,"PREVENT","MAMMOUSE","AgeAdjPrv","Mammography",2022,4876,"POINT (-96.4554730867118 47.3264531891278)"
2022,"MN","Minnesota","Polk","BRFSS","Prevention","Mammography use among women aged 50-74 years","%","Age-adjusted prevalence",79.1,NA,NA,72.3,84.8,30731,27119,"PREVENT","MAMMOUSE","AgeAdjPrv","Mammography",2022,23218,"POINT (-96.4022896934934 47.7739940017747)"
2022,"MN","Minnesota","Norman","BRFSS","Prevention","Mammography use among women aged 50-74 years","%","Crude prevalence",75.7,NA,NA,68.1,82.6,6377,27107,"PREVENT","MAMMOUSE","CrdPrv","Mammography",2022,4876,"POINT (-96.4554730867118 47.3264531891278)"
2022,"MN","Minnesota","Polk","BRFSS","Prevention","Mammography use among women aged 50-74 years","%","Crude prevalence",79.4,NA,NA,72.7,85,30731,27119,"PREVENT","MAMMOUSE","CrdPrv","Mammography",2022,23218,"POINT (-96.4022896934934 47.7739940017747)"
2022,"MN","Minnesota","Mahnomen","BRFSS","Prevention","Mammography use among women aged 50-74 years","%","Crude prevalence",70.7,NA,NA,61.7,78.2,5328,27087,"PREVENT","MAMMOUSE","CrdPrv","Mammography",2022,3642,"POINT (-95.8092496496318 47.3255519081299)"
2022,"MN","Minnesota","Mahnomen","BRFSS","Prevention","Mammography use among women aged 50-74 years","%","Age-adjusted prevalence",69.8,NA,NA,60.8,77.5,5328,27087,"PREVENT","MAMMOUSE","AgeAdjPrv","Mammography",2022,3642,"POINT (-95.8092496496318 47.3255519081299)"
2022,"MN","Minnesota","Polk","BRFSS","Prevention","Colorectal cancer screening among adults aged 45–75 years","%","Age-adjusted prevalence",62.1,NA,NA,57.1,66.8,30731,27119,"PREVENT","COLON_SCREEN","AgeAdjPrv","Colorectal Cancer Screening",2022,23218,"POINT (-96.4022896934934 47.7739940017747)"
2022,"MN","Minnesota","Norman","BRFSS","Prevention","Colorectal cancer screening among adults aged 45–75 years","%","Crude prevalence",69.7,NA,NA,65.2,74.1,6377,27107,"PREVENT","COLON_SCREEN","CrdPrv","Colorectal Cancer Screening",2022,4876,"POINT (-96.4554730867118 47.3264531891278)"
2022,"MN","Minnesota","Norman","BRFSS","Prevention","Colorectal cancer screening among adults aged 45–75 years","%","Age-adjusted prevalence",63.1,NA,NA,58.3,67.9,6377,27107,"PREVENT","COLON_SCREEN","AgeAdjPrv","Colorectal Cancer Screening",2022,4876,"POINT (-96.4554730867118 47.3264531891278)"
2022,"MN","Minnesota","Polk","BRFSS","Prevention","Colorectal cancer screening among adults aged 45–75 years","%","Crude prevalence",68.3,NA,NA,63.5,72.8,30731,27119,"PREVENT","COLON_SCREEN","CrdPrv","Colorectal Cancer Screening",2022,23218,"POINT (-96.4022896934934 47.7739940017747)"
2022,"MN","Minnesota","Mahnomen","BRFSS","Prevention","Colorectal cancer screening among adults aged 45–75 years","%","Crude prevalence",63.1,NA,NA,57.7,67.9,5328,27087,"PREVENT","COLON_SCREEN","CrdPrv","Colorectal Cancer Screening",2022,3642,"POINT (-95.8092496496318 47.3255519081299)"
2022,"MN","Minnesota","Mahnomen","BRFSS","Prevention","Colorectal cancer screening among adults aged 45–75 years","%","Age-adjusted prevalence",55.9,NA,NA,50.5,60.8,5328,27087,"PREVENT","COLON_SCREEN","AgeAdjPrv","Colorectal Cancer Screening",2022,3642,"POINT (-95.8092496496318 47.3255519081299)"
2022,"MN","Minnesota","Mahnomen","BRFSS","Health Risk Behaviors","Binge drinking among adults","%","Age-adjusted prevalence",20,NA,NA,16.3,23.9,5328,27087,"RISKBEH","BINGE","AgeAdjPrv","Binge Drinking",2022,3642,"POINT (-95.8092496496318 47.3255519081299)"
2022,"MN","Minnesota","Polk","BRFSS","Health Risk Behaviors","Binge drinking among adults","%","Crude prevalence",20.7,NA,NA,17.2,24.3,30731,27119,"RISKBEH","BINGE","CrdPrv","Binge Drinking",2022,23218,"POINT (-96.4022896934934 47.7739940017747)"
2022,"MN","Minnesota","Mahnomen","BRFSS","Health Risk Behaviors","Binge drinking among adults","%","Crude prevalence",18,NA,NA,14.5,21.6,5328,27087,"RISKBEH","BINGE","CrdPrv","Binge Drinking",2022,3642,"POINT (-95.8092496496318 47.3255519081299)"
2022,"MN","Minnesota","Polk","BRFSS","Health Risk Behaviors","Binge drinking among adults","%","Age-adjusted prevalence",23.3,NA,NA,19.5,27.4,30731,27119,"RISKBEH","BINGE","AgeAdjPrv","Binge Drinking",2022,23218,"POINT (-96.4022896934934 47.7739940017747)"
2022,"MN","Minnesota","Norman","BRFSS","Health Risk Behaviors","Binge drinking among adults","%","Crude prevalence",19.4,NA,NA,15.9,23.4,6377,27107,"RISKBEH","BINGE","CrdPrv","Binge Drinking",2022,4876,"POINT (-96.4554730867118 47.3264531891278)"
2022,"MN","Minnesota","Norman","BRFSS","Health Risk Behaviors","Binge drinking among adults","%","Age-adjusted prevalence",22.7,NA,NA,18.8,27.1,6377,27107,"RISKBEH","BINGE","AgeAdjPrv","Binge Drinking",2022,4876,"POINT (-96.4554730867118 47.3264531891278)"
2022,"MN","Minnesota","Norman","BRFSS","Health Risk Behaviors","Current cigarette smoking among adults","%","Age-adjusted prevalence",16.8,NA,NA,14.8,19,6377,27107,"RISKBEH","CSMOKING","AgeAdjPrv","Current Cigarette Smoking",2022,4876,"POINT (-96.4554730867118 47.3264531891278)"
2022,"MN","Minnesota","Norman","BRFSS","Health Risk Behaviors","Current cigarette smoking among adults","%","Crude prevalence",14.9,NA,NA,13.1,16.8,6377,27107,"RISKBEH","CSMOKING","CrdPrv","Current Cigarette Smoking",2022,4876,"POINT (-96.4554730867118 47.3264531891278)"
2022,"MN","Minnesota","Polk","BRFSS","Health Risk Behaviors","Current cigarette smoking among adults","%","Age-adjusted prevalence",15,NA,NA,13.2,16.8,30731,27119,"RISKBEH","CSMOKING","AgeAdjPrv","Current Cigarette Smoking",2022,23218,"POINT (-96.4022896934934 47.7739940017747)"
2022,"MN","Minnesota","Polk","BRFSS","Health Risk Behaviors","Current cigarette smoking among adults","%","Crude prevalence",14.6,NA,NA,12.8,16.4,30731,27119,"RISKBEH","CSMOKING","CrdPrv","Current Cigarette Smoking",2022,23218,"POINT (-96.4022896934934 47.7739940017747)"
2022,"MN","Minnesota","Mahnomen","BRFSS","Health Risk Behaviors","Current cigarette smoking among adults","%","Crude prevalence",24.4,NA,NA,21.7,27,5328,27087,"RISKBEH","CSMOKING","CrdPrv","Current Cigarette Smoking",2022,3642,"POINT (-95.8092496496318 47.3255519081299)"
2022,"MN","Minnesota","Mahnomen","BRFSS","Health Risk Behaviors","Current cigarette smoking among adults","%","Age-adjusted prevalence",26.2,NA,NA,23.3,29,5328,27087,"RISKBEH","CSMOKING","AgeAdjPrv","Current Cigarette Smoking",2022,3642,"POINT (-95.8092496496318 47.3255519081299)"
2022,"MN","Minnesota","Mahnomen","BRFSS","Health Risk Behaviors","No leisure-time physical activity among adults","%","Crude prevalence",30.5,NA,NA,25.8,35.2,5328,27087,"RISKBEH","LPA","CrdPrv","Physical Inactivity",2022,3642,"POINT (-95.8092496496318 47.3255519081299)"
2022,"MN","Minnesota","Mahnomen","BRFSS","Health Risk Behaviors","No leisure-time physical activity among adults","%","Age-adjusted prevalence",29.7,NA,NA,25,34.3,5328,27087,"RISKBEH","LPA","AgeAdjPrv","Physical Inactivity",2022,3642,"POINT (-95.8092496496318 47.3255519081299)"
2022,"MN","Minnesota","Norman","BRFSS","Health Risk Behaviors","No leisure-time physical activity among adults","%","Age-adjusted prevalence",22.2,NA,NA,18.6,26.3,6377,27107,"RISKBEH","LPA","AgeAdjPrv","Physical Inactivity",2022,4876,"POINT (-96.4554730867118 47.3264531891278)"
2022,"MN","Minnesota","Polk","BRFSS","Health Risk Behaviors","No leisure-time physical activity among adults","%","Crude prevalence",21.8,NA,NA,18.5,25.3,30731,27119,"RISKBEH","LPA","CrdPrv","Physical Inactivity",2022,23218,"POINT (-96.4022896934934 47.7739940017747)"
2022,"MN","Minnesota","Norman","BRFSS","Health Risk Behaviors","No leisure-time physical activity among adults","%","Crude prevalence",22.8,NA,NA,19.1,26.9,6377,27107,"RISKBEH","LPA","CrdPrv","Physical Inactivity",2022,4876,"POINT (-96.4554730867118 47.3264531891278)"
2022,"MN","Minnesota","Polk","BRFSS","Health Risk Behaviors","No leisure-time physical activity among adults","%","Age-adjusted prevalence",20.5,NA,NA,17.3,23.7,30731,27119,"RISKBEH","LPA","AgeAdjPrv","Physical Inactivity",2022,23218,"POINT (-96.4022896934934 47.7739940017747)"
2022,"MN","Minnesota","Mahnomen","BRFSS","Health Risk Behaviors","Short sleep duration among adults","%","Crude prevalence",34.3,NA,NA,27.7,41.1,5328,27087,"RISKBEH","SLEEP","CrdPrv","Short Sleep Duration",2022,3642,"POINT (-95.8092496496318 47.3255519081299)"
2022,"MN","Minnesota","Norman","BRFSS","Health Risk Behaviors","Short sleep duration among adults","%","Age-adjusted prevalence",33.1,NA,NA,26.9,40,6377,27107,"RISKBEH","SLEEP","AgeAdjPrv","Short Sleep Duration",2022,4876,"POINT (-96.4554730867118 47.3264531891278)"
2022,"MN","Minnesota","Mahnomen","BRFSS","Health Risk Behaviors","Short sleep duration among adults","%","Age-adjusted prevalence",35.9,NA,NA,29,42.7,5328,27087,"RISKBEH","SLEEP","AgeAdjPrv","Short Sleep Duration",2022,3642,"POINT (-95.8092496496318 47.3255519081299)"
2022,"MN","Minnesota","Norman","BRFSS","Health Risk Behaviors","Short sleep duration among adults","%","Crude prevalence",31,NA,NA,25.1,37.7,6377,27107,"RISKBEH","SLEEP","CrdPrv","Short Sleep Duration",2022,4876,"POINT (-96.4554730867118 47.3264531891278)"
2022,"MN","Minnesota","Polk","BRFSS","Health Risk Behaviors","Short sleep duration among adults","%","Age-adjusted prevalence",33.1,NA,NA,27.7,38.7,30731,27119,"RISKBEH","SLEEP","AgeAdjPrv","Short Sleep Duration",2022,23218,"POINT (-96.4022896934934 47.7739940017747)"
2022,"MN","Minnesota","Polk","BRFSS","Health Risk Behaviors","Short sleep duration among adults","%","Crude prevalence",32,NA,NA,26.7,37.4,30731,27119,"RISKBEH","SLEEP","CrdPrv","Short Sleep Duration",2022,23218,"POINT (-96.4022896934934 47.7739940017747)"
2022,"MN","Minnesota","Polk","BRFSS","Health Status","Frequent mental distress among adults","%","Crude prevalence",14.3,NA,NA,12.9,15.8,30731,27119,"HLTHSTAT","MHLTH","CrdPrv","Frequent Mental Distress",2022,23218,"POINT (-96.4022896934934 47.7739940017747)"
2022,"MN","Minnesota","Mahnomen","BRFSS","Health Status","Frequent mental distress among adults","%","Crude prevalence",20.7,NA,NA,18.8,22.5,5328,27087,"HLTHSTAT","MHLTH","CrdPrv","Frequent Mental Distress",2022,3642,"POINT (-95.8092496496318 47.3255519081299)"
2022,"MN","Minnesota","Mahnomen","BRFSS","Health Status","Frequent mental distress among adults","%","Age-adjusted prevalence",22.4,NA,NA,20.4,24.4,5328,27087,"HLTHSTAT","MHLTH","AgeAdjPrv","Frequent Mental Distress",2022,3642,"POINT (-95.8092496496318 47.3255519081299)"
2022,"MN","Minnesota","Norman","BRFSS","Health Status","Frequent mental distress among adults","%","Age-adjusted prevalence",16.8,NA,NA,15.2,18.5,6377,27107,"HLTHSTAT","MHLTH","AgeAdjPrv","Frequent Mental Distress",2022,4876,"POINT (-96.4554730867118 47.3264531891278)"
2022,"MN","Minnesota","Polk","BRFSS","Health Status","Frequent mental distress among adults","%","Age-adjusted prevalence",15.4,NA,NA,13.9,17,30731,27119,"HLTHSTAT","MHLTH","AgeAdjPrv","Frequent Mental Distress",2022,23218,"POINT (-96.4022896934934 47.7739940017747)"
2022,"MN","Minnesota","Norman","BRFSS","Health Status","Frequent mental distress among adults","%","Crude prevalence",14.6,NA,NA,13.2,16.2,6377,27107,"HLTHSTAT","MHLTH","CrdPrv","Frequent Mental Distress",2022,4876,"POINT (-96.4554730867118 47.3264531891278)"
2022,"MN","Minnesota","Mahnomen","BRFSS","Health Status","Frequent physical distress among adults","%","Crude prevalence",17.8,NA,NA,15.9,19.7,5328,27087,"HLTHSTAT","PHLTH","CrdPrv","Frequent Physical Distress",2022,3642,"POINT (-95.8092496496318 47.3255519081299)"
2022,"MN","Minnesota","Polk","BRFSS","Health Status","Frequent physical distress among adults","%","Age-adjusted prevalence",10.6,NA,NA,9.4,11.9,30731,27119,"HLTHSTAT","PHLTH","AgeAdjPrv","Frequent Physical Distress",2022,23218,"POINT (-96.4022896934934 47.7739940017747)"
2022,"MN","Minnesota","Norman","BRFSS","Health Status","Frequent physical distress among adults","%","Crude prevalence",12.2,NA,NA,10.9,13.7,6377,27107,"HLTHSTAT","PHLTH","CrdPrv","Frequent Physical Distress",2022,4876,"POINT (-96.4554730867118 47.3264531891278)"
2022,"MN","Minnesota","Norman","BRFSS","Health Status","Frequent physical distress among adults","%","Age-adjusted prevalence",11.4,NA,NA,10.1,12.8,6377,27107,"HLTHSTAT","PHLTH","AgeAdjPrv","Frequent Physical Distress",2022,4876,"POINT (-96.4554730867118 47.3264531891278)"
2022,"MN","Minnesota","Mahnomen","BRFSS","Health Status","Frequent physical distress among adults","%","Age-adjusted prevalence",17.2,NA,NA,15.3,19,5328,27087,"HLTHSTAT","PHLTH","AgeAdjPrv","Frequent Physical Distress",2022,3642,"POINT (-95.8092496496318 47.3255519081299)"
2022,"MN","Minnesota","Polk","BRFSS","Health Status","Frequent physical distress among adults","%","Crude prevalence",11.6,NA,NA,10.3,12.9,30731,27119,"HLTHSTAT","PHLTH","CrdPrv","Frequent Physical Distress",2022,23218,"POINT (-96.4022896934934 47.7739940017747)"
2022,"MN","Minnesota","Norman","BRFSS","Health Status","Fair or poor self-rated health status among adults","%","Crude prevalence",15.9,NA,NA,14.1,17.8,6377,27107,"HLTHSTAT","GHLTH","CrdPrv","General Health",2022,4876,"POINT (-96.4554730867118 47.3264531891278)"
